python3 -m cProfile -s cumtime src/main.py >> profile.txt
         1015011 function calls (1009599 primitive calls) in 7.412 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
     3600    0.006    0.000    0.006    0.000 locks.py:31(__enter__)
        6    0.000    0.000    0.006    0.001 core.py:343(encode)
       10    0.000    0.000    0.006    0.001 client.py:1(__aenter__)
     3600    0.006    0.000    0.006    0.000 {method 'getvalue' of '_io.BytesIO' objects}
       10    0.000    0.000    0.006    0.001 client.py:9(__await_impl__)
        4    0.000    0.000    0.006    0.001 cookiejar.py:1577(make_cookies)
       20    0.000    0.000    0.006    0.000 player_network.py:74(leave_battle)
     1041    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:847(__exit__)
        1    0.005    0.005    0.005    0.005 {built-in method posix.read}
       14    0.000    0.000    0.005    0.000 core.py:266(alabel)
     2761    0.005    0.000    0.005    0.000 {method 'get' of 'dict' objects}
        8    0.000    0.000    0.005    0.001 cookiejar.py:936(set_ok)
     2604    0.005    0.000    0.005    0.000 {method 'add' of 'set' objects}
     1041    0.004    0.000    0.005    0.000 <frozen importlib._bootstrap>:843(__enter__)
        2    0.000    0.000    0.005    0.003 hashes.py:5(<module>)
        2    0.000    0.000    0.005    0.003 client.py:194(parse_headers)
        2    0.000    0.000    0.005    0.003 utils.py:168(get_netrc_auth)
       14    0.000    0.000    0.005    0.000 core.py:294(ulabel)
      360    0.002    0.000    0.005    0.000 <frozen importlib._bootstrap>:151(__exit__)
      358    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap>:176(cb)
     1560    0.005    0.000    0.005    0.000 pokemon.py:79(reset_stat_boosts)
        2    0.000    0.000    0.005    0.002 encoder.py:2(<module>)
       11    0.000    0.000    0.005    0.000 player_network.py:70(accept_challenge)
     1062    0.004    0.000    0.005    0.000 inspect.py:2833(<genexpr>)
     1062    0.003    0.000    0.005    0.000 inspect.py:2779(<genexpr>)
     2722    0.005    0.000    0.005    0.000 {method 'end' of '_sre.SRE_Match' objects}
      858    0.003    0.000    0.005    0.000 inspect.py:159(isfunction)
        1    0.000    0.000    0.005    0.005 api.py:11(<module>)
       14    0.001    0.000    0.005    0.000 core.py:234(check_label)
      324    0.003    0.000    0.005    0.000 <frozen importlib._bootstrap_external>:524(spec_from_file_location)
        1    0.000    0.000    0.005    0.005 constant_time.py:5(<module>)
        1    0.003    0.003    0.005    0.005 packages.py:1(<module>)
        1    0.000    0.000    0.005    0.005 headers.py:8(<module>)
        1    0.000    0.000    0.005    0.005 bz2.py:5(<module>)
       12    0.000    0.000    0.004    0.000 enum.py:760(_missing_)
        1    0.000    0.000    0.004    0.004 idna.py:3(<module>)
      925    0.003    0.000    0.004    0.000 sre_parse.py:171(append)
       89    0.001    0.000    0.004    0.000 coroutines.py:194(coroutine)
       12    0.000    0.000    0.004    0.000 enum.py:767(_create_pseudo_member_)
       40    0.000    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:1322(path_hook_for_FileFinder)
      481    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:103(release)
       83    0.001    0.000    0.004    0.000 sre_parse.py:828(fix_flags)
        2    0.000    0.000    0.004    0.002 parser.py:60(parsestr)
        2    0.000    0.000    0.004    0.002 request.py:1(<module>)
      686    0.004    0.000    0.004    0.000 _weakrefset.py:36(__init__)
      276    0.002    0.000    0.004    0.000 enum.py:20(_is_descriptor)
        2    0.000    0.000    0.004    0.002 parser.py:42(parse)
      121    0.001    0.000    0.004    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
        1    0.000    0.000    0.004    0.004 parse.py:28(<module>)
      985    0.004    0.000    0.004    0.000 {built-in method time.monotonic}
     2187    0.004    0.000    0.004    0.000 base_events.py:364(_check_closed)
      481    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:78(acquire)
      759    0.003    0.000    0.004    0.000 <frozen importlib._bootstrap>:416(parent)
       12    0.000    0.000    0.004    0.000 enum.py:839(_decompose)
        2    0.000    0.000    0.004    0.002 connection.py:372(_match_hostname)
        2    0.000    0.000    0.004    0.002 ssl.py:285(match_hostname)
      110    0.002    0.000    0.004    0.000 oid.py:12(__init__)
      618    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap_external>:52(_r_long)
       16    0.000    0.000    0.004    0.000 _collections_abc.py:824(update)
       10    0.000    0.000    0.004    0.000 structures.py:40(__init__)
     1426    0.003    0.000    0.004    0.000 sre_parse.py:248(match)
      358    0.002    0.000    0.004    0.000 <frozen importlib._bootstrap>:58(__init__)
      104    0.000    0.000    0.004    0.000 sre_parse.py:96(closegroup)
        1    0.000    0.000    0.004    0.004 sessions.py:9(<module>)
        2    0.000    0.000    0.004    0.002 sessions.py:423(__exit__)
        4    0.000    0.000    0.004    0.001 ssl.py:225(_dnsname_match)
        2    0.000    0.000    0.004    0.002 sessions.py:733(close)
      177    0.001    0.000    0.004    0.000 os.py:664(__getitem__)
        1    0.000    0.000    0.004    0.004 core.py:1(<module>)
        2    0.000    0.000    0.004    0.002 models.py:452(prepare_body)
        2    0.000    0.000    0.004    0.002 utils.py:694(should_bypass_proxies)
        4    0.000    0.000    0.004    0.001 adapters.py:319(close)
        1    0.000    0.000    0.003    0.003 cmac.py:5(<module>)
        2    0.000    0.000    0.003    0.002 x25519.py:5(<module>)
        4    0.000    0.000    0.003    0.001 models.py:82(_encode_params)
     2050    0.003    0.000    0.003    0.000 {method 'done' of '_asyncio.Future' objects}
      340    0.002    0.000    0.003    0.000 inspect.py:2836(<dictcomp>)
        1    0.000    0.000    0.003    0.003 ipaddress.py:1542(_IPv4Constants)
        4    0.000    0.000    0.003    0.001 poolmanager.py:198(clear)
      699    0.002    0.000    0.003    0.000 sre_parse.py:285(tell)
        4    0.000    0.000    0.003    0.001 _collections.py:87(clear)
      447    0.003    0.000    0.003    0.000 enum.py:353(__setattr__)
      731    0.002    0.000    0.003    0.000 sre_parse.py:159(__len__)
       34    0.000    0.000    0.003    0.000 parse.py:747(quote)
        2    0.000    0.000    0.003    0.002 feedparser.py:173(feed)
        1    0.000    0.000    0.003    0.003 http.py:8(<module>)
        1    0.000    0.000    0.003    0.003 ipaddress.py:2233(_IPv6Constants)
     1880    0.003    0.000    0.003    0.000 {built-in method _imp.release_lock}
       19    0.001    0.000    0.003    0.000 ipaddress.py:1460(__init__)
      353    0.002    0.000    0.003    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.003    0.003 warnings.py:119(filterwarnings)
     1880    0.003    0.000    0.003    0.000 {built-in method _imp.acquire_lock}
        1    0.000    0.000    0.003    0.003 serialization.py:5(<module>)
        2    0.000    0.000    0.003    0.002 poolmanager.py:156(<lambda>)
        1    0.000    0.000    0.003    0.003 cookiejar.py:1224(CookieJar)
       28    0.001    0.000    0.003    0.000 ipaddress.py:2143(__init__)
        2    0.002    0.001    0.003    0.002 connectionpool.py:407(close)
        4    0.000    0.000    0.003    0.001 client.py:214(handshake)
        4    0.000    0.000    0.003    0.001 feedparser.py:178(_call_parse)
       14    0.000    0.000    0.003    0.000 sessions.py:49(merge_setting)
        4    0.000    0.000    0.003    0.001 feedparser.py:218(_parsegen)
        1    0.000    0.000    0.003    0.003 selectors.py:5(<module>)
        1    0.000    0.000    0.003    0.003 datetime.py:5(<module>)
        1    0.000    0.000    0.003    0.003 certs.py:14(<module>)
        1    0.000    0.000    0.003    0.003 futures.py:1(<module>)
        2    0.000    0.000    0.003    0.002 request.py:2489(proxy_bypass_environment)
      354    0.002    0.000    0.003    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.003    0.003 re.py:179(search)
       34    0.001    0.000    0.003    0.000 parse.py:808(quote_from_bytes)
        4    0.000    0.000    0.003    0.001 parse.py:830(urlencode)
        1    0.000    0.000    0.003    0.003 hmac.py:5(<module>)
        1    0.000    0.000    0.003    0.003 filepost.py:1(<module>)
        2    0.000    0.000    0.003    0.001 ssl_.py:229(create_urllib3_context)
       11    0.001    0.000    0.003    0.000 enum.py:857(<listcomp>)
        1    0.000    0.000    0.003    0.003 permessage_deflate.py:5(<module>)
        1    0.000    0.000    0.003    0.003 __init__.py:5(HTTPStatus)
     1035    0.003    0.000    0.003    0.000 {built-in method builtins.max}
      351    0.002    0.000    0.003    0.000 socket.py:76(<lambda>)
       46    0.001    0.000    0.003    0.000 parse.py:361(urlparse)
        1    0.000    0.000    0.003    0.003 ssl_.py:1(<module>)
        2    0.000    0.000    0.003    0.001 client.py:1236(request)
        2    0.000    0.000    0.003    0.001 client.py:1241(_send_request)
       16    0.000    0.000    0.003    0.000 parse.py:791(quote_plus)
        1    0.001    0.001    0.003    0.003 six.py:21(<module>)
        4    0.001    0.000    0.003    0.001 cookiejar.py:455(parse_ns_headers)
     1304    0.003    0.000    0.003    0.000 battle.py:339(is_ready)
        1    0.000    0.000    0.003    0.003 interfaces.py:5(<module>)
      638    0.002    0.000    0.003    0.000 {built-in method from_bytes}
        1    0.000    0.000    0.003    0.003 pickle.py:181(<listcomp>)
        1    0.000    0.000    0.003    0.003 opcode.py:5(<module>)
        1    0.000    0.000    0.003    0.003 poolmanager.py:1(<module>)
        2    0.000    0.000    0.003    0.001 adapters.py:292(get_connection)
     1444    0.003    0.000    0.003    0.000 inspect.py:2512(kind)
      194    0.001    0.000    0.003    0.000 oid.py:59(__hash__)
     1483    0.003    0.000    0.003    0.000 {method 'isupper' of 'str' objects}
      204    0.001    0.000    0.003    0.000 sre_compile.py:388(_simple)
       76    0.000    0.000    0.003    0.000 typing.py:342(_type_vars)
        1    0.000    0.000    0.002    0.002 netrc.py:1(<module>)
        1    0.000    0.000    0.002    0.002 algorithms.py:5(<module>)
       40    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1196(__init__)
       81    0.001    0.000    0.002    0.000 typing.py:852(_next_in_mro)
        1    0.000    0.000    0.002    0.002 status_codes.py:18(<module>)
        8    0.000    0.000    0.002    0.000 cookiejar.py:970(set_ok_verifiability)
     1378    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap>:321(<genexpr>)
        1    0.001    0.001    0.002    0.002 status_codes.py:104(_init)
      103    0.001    0.000    0.002    0.000 re.py:169(match)
        8    0.000    0.000    0.002    0.000 base_events.py:686(create_connection)
        1    0.000    0.000    0.002    0.002 lzma.py:9(<module>)
        2    0.000    0.000    0.002    0.001 crypto.py:585(__getattr__)
        3    0.000    0.000    0.002    0.001 codecs.py:318(decode)
        1    0.000    0.000    0.002    0.002 adapters.py:9(<module>)
      178    0.001    0.000    0.002    0.000 sre_parse.py:294(_class_escape)
        1    0.001    0.001    0.002    0.002 six.py:1(<module>)
        3    0.002    0.001    0.002    0.001 {built-in method _codecs.utf_8_decode}
      717    0.002    0.000    0.002    0.000 {method 'extend' of 'bytearray' objects}
      340    0.001    0.000    0.002    0.000 inspect.py:505(_is_wrapper)
      352    0.001    0.000    0.002    0.000 socket.py:81(<lambda>)
        8    0.000    0.000    0.002    0.000 cookiejar.py:715(is_third_party)
     1184    0.002    0.000    0.002    0.000 {built-in method builtins.min}
      122    0.001    0.000    0.002    0.000 intranges.py:38(intranges_contain)
      361    0.002    0.000    0.002    0.000 inspect.py:2559(__eq__)
        1    0.000    0.000    0.002    0.002 charset.py:6(<module>)
        1    0.000    0.000    0.002    0.002 util.py:10(<module>)
      348    0.002    0.000    0.002    0.000 _weakrefset.py:81(add)
        1    0.000    0.000    0.002    0.002 fields.py:1(<module>)
   122/76    0.001    0.000    0.002    0.000 typing.py:336(_get_type_vars)
      233    0.002    0.000    0.002    0.000 {method 'extend' of 'list' objects}
      677    0.002    0.000    0.002    0.000 {method 'remove_done_callback' of '_asyncio.Task' objects}
        1    0.000    0.000    0.002    0.002 charsetgroupprober.py:28(<module>)
        2    0.000    0.000    0.002    0.001 __init__.py:71(search_function)
        2    0.000    0.000    0.002    0.001 response.py:499(from_httplib)
     1111    0.002    0.000    0.002    0.000 {method 'values' of 'dict' objects}
      309    0.002    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:393(_check_name_wrapper)
       36    0.001    0.000    0.002    0.000 functools.py:44(update_wrapper)
      104    0.001    0.000    0.002    0.000 sre_parse.py:84(opengroup)
        1    0.000    0.000    0.002    0.002 numbers.py:6(<module>)
        2    0.000    0.000    0.002    0.001 _util.py:111(byte_string)
      337    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:780(find_spec)
        2    0.000    0.000    0.002    0.001 decode_asn1.py:415(_decode_subject_alt_name)
        2    0.000    0.000    0.002    0.001 poolmanager.py:267(connection_from_url)
        2    0.001    0.000    0.002    0.001 parse.py:828(<listcomp>)
      185    0.001    0.000    0.002    0.000 _weakrefset.py:26(__exit__)
        1    0.000    0.000    0.002    0.002 _parseaddr.py:7(<module>)
       30    0.000    0.000    0.002    0.000 tasks.py:468(sleep)
       69    0.001    0.000    0.002    0.000 enum.py:419(_get_mixins_)
       28    0.000    0.000    0.002    0.000 enum.py:114(__prepare__)
      304    0.001    0.000    0.002    0.000 utils.py:28(<lambda>)
        1    0.000    0.000    0.002    0.002 server.py:4(<module>)
      924    0.002    0.000    0.002    0.000 {method 'endswith' of 'str' objects}
      356    0.001    0.000    0.002    0.000 <frozen importlib._bootstrap>:707(find_spec)
      376    0.001    0.000    0.002    0.000 sre_parse.py:81(groups)
        4    0.000    0.000    0.002    0.000 decode_asn1.py:78(_decode_general_names)
      962    0.002    0.000    0.002    0.000 {built-in method posix.fspath}
        8    0.000    0.000    0.002    0.000 cookiejar.py:1556(_cookies_from_attrs_set)
      965    0.002    0.000    0.002    0.000 {built-in method _thread.get_ident}
     1030    0.002    0.000    0.002    0.000 move.py:20(__init__)
        1    0.000    0.000    0.002    0.002 framing.py:10(<module>)
        2    0.000    0.000    0.002    0.001 poolmanager.py:207(connection_from_host)
      185    0.001    0.000    0.002    0.000 sre_parse.py:342(_escape)
       16    0.000    0.000    0.002    0.000 cookiejar.py:609(request_host)
        1    0.000    0.000    0.002    0.002 escprober.py:28(<module>)
        1    0.000    0.000    0.002    0.002 __init__.py:2(<module>)
        2    0.000    0.000    0.002    0.001 poolmanager.py:230(connection_from_context)
      908    0.002    0.000    0.002    0.000 {method 'isidentifier' of 'str' objects}
